"year","month","fleet","sex","partition","input_n","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56"
2013,7,999,3,0,48,0.0354475078709753,0,0.659347196985175,2.00563955662284,2.67395608704065,5.93412477286657,8.05179082447908,2.91000025718676,0.686945162652487,2.17542069849831,1.12459483902801,1.62039524625258,2.65234118523654,2.06584616485166,5.1791306768405,4.7816671191632,1.97499710229651,0,0,0.0354475078709753,0,0.0382344860642213,1.97804159095552,3.95608318191105,11.208902348748,10.5495551517628,3.29673598492587,2.67088613779357,0.78801614699631,2.4007344779113,2.6068965370757,7.04272755290263,6.4425912739957,2.45350322321456,0,0,0,0
2014,7,999,3,0,119,0,0,0,0,0.204389917127215,0.204389917127215,0.502599501646481,1.32015917015534,1.08394142218526,1.65607327568494,2.85241771183008,2.8347942093691,4.73561393162936,6.33767408502534,8.85989452781708,7.51607621774826,4.35695840922618,0.865304970294179,0.144764445834545,0,0,0,0,0,0,0.426241185154689,0.760276024863559,0.518069034001073,1.0805517993185,7.32569601572797,11.5763291262299,16.162042146067,11.68583013397,5.40050764849117,1.1236572145207,0.260591267119084,0.111209832240081,0.0939468595956609
2015,7,999,3,0,138,0,0,0,0,0.0418400461480433,0.0418400461480433,0,0.121338368375813,3.00596199353333,1.88354420158444,3.07778044579604,2.79222187467016,3.15137524705015,5.52386178283047,9.34994667357646,7.92289570180997,3.01520480244079,1.00786587533046,0,0,0,0,0,0,0,0.391935073390978,0.205003620946284,2.30087527156504,3.17794126486216,5.14936767842683,12.6288364343276,22.830195127473,9.79787043909009,2.41037825045029,0.105985585223461,0.0659341949501281,0,0
2016,7,999,3,0,189,0,0,0,0.0491848683820017,0.425715914662809,0.97535888587414,1.3005961719604,2.67786181627819,3.21908607187354,5.03985816599438,6.73224849439461,4.54063380670143,3.58714924992944,7.93309879120712,6.51156512925392,2.59098987181604,0.987801971647077,0.153564270720704,0,0,0,0.128339184697715,0,0.428234859284594,0.742889361633696,1.47900837034713,3.41628070951151,6.59951747406555,7.30923668925461,8.18074558053203,10.3217562720863,9.43671595455637,4.12403960197715,0.839774963021733,0.268747498335765,0,0,0
2017,7,999,3,0,165,0.136809118616001,0.0171011398270001,0,0,0,0.0426705837562248,0.0440422191422837,1.17338540826088,3.12655267894402,7.29554076187169,6.92511045695156,6.83668976098594,5.85806855249498,7.79259177920312,5.76386468660369,2.17410130648596,1.20787116709057,0.0851285030792708,0,0.324921656713002,0.0280548749887568,0,0.0171011398270001,0,0.0778091351960772,0.0132463519013016,0.914979548699874,2.64924367545474,8.10803906564328,11.9551751010142,12.8731121366046,8.53052614580169,4.83297741887118,1.10431182456027,0.090973801410821,0,0,0
2018,7,999,3,0,143,0,0,0.1045623715311,0.146336623083148,0.347098676348291,0.219504934624722,1.08035656224822,1.03671173946061,1.2096910542158,3.32699459071449,3.98310172418717,6.52658780747995,7.67058284389303,6.71893051929821,2.95172843356623,3.05522048308267,1.28011724377788,0.611154123774823,0,0.0552321094755422,0.0552321094755422,0.0552321094755422,0.173549338174145,0.219504934624722,0.479825297143003,0.713836080186578,1.42140804843775,2.22973043559193,6.10952333898096,11.163060844533,13.3095404281724,14.2700159270964,7.04133219152416,2.33691969959893,0.0973773762229296,0,0,0
2019,7,999,3,0,75,0,0.0278847635580783,0,0,0.164398094798234,0.164398094798234,0.0821990473991172,0.0821990473991172,0.888522715106145,2.50067718091361,3.49267412873709,2.15076810177246,8.4474928494798,14.9462195143459,5.66073065932159,3.14542250023866,0.777926111131084,0.160279190615198,0,0,0.110083810957196,0,0.0821990473991172,0.0821990473991172,0.246597142197351,0.164398094798234,0.640718551195599,0.718762156077406,2.68872116896665,7.79261111331722,10.4851449343244,17.868654887538,9.28919438143386,6.05202051436923,1.08690315041224,0,0,0
2021,7,999,3,0,77,0.13048524012045,0,0,0,0,0.679203240167072,0,1.28439736156039,2.15954540209719,1.6013967962176,2.66264845489178,4.5159230732044,7.14009332062388,10.073057071309,9.83146964945263,3.99022930671974,0.779872275446198,0.1933019944896,0,0,0,0,0,0,0.679203240167072,0,1.06209264465109,1.04062350747951,4.86705423466348,12.4382999377008,12.3807779295602,12.3906757199697,7.15505464343325,2.84609141215154,0.0985035439234588,0,0,0
2022,7,999,3,0,82,0,0,0,0,0.0783702880632121,0,0,1.95560184657718,1.6085829850072,2.16298497308884,7.27983501819555,8.21812477217898,4.63183095439892,3.73823585021081,2.83810328225046,2.08029424051299,0.0925456939817264,0,0,0,0.0783702880632121,0.235110864189636,0,0,0,0,0.985830135451963,0.848961263975876,6.55107399582576,6.99232918129765,13.3258574929006,16.6719950828088,12.9609612903054,6.10978046096031,0.555220039754969,0,0,0
2023,7,999,3,0,150,0.0626858556276427,0,0,0,0.0557458482679228,0,0,0.703102996086779,1.08596894458278,2.45496741707428,5.27185529003098,6.30557099870396,8.66768968995514,3.43467458248645,6.60984451942773,3.94840431340723,0.695282215910499,0.10697393406816,0,0,0,0.0557458482679228,0,0,0,0.294569218425358,2.41644697571703,2.50963457624631,7.12900228976864,15.3613215816351,14.632709022466,11.2884544166282,6.15498845136116,0.754361013854799,0,0,0,0
2024,7,999,3,0,109,0,0,0,0,0,0.0399814172289737,0.150128097948322,0.0399814172289737,0.474615767309252,2.01812223796217,2.11561627758814,6.5962719574215,6.36452530849138,5.70957356960436,4.50594488673666,2.10380436432964,0.6248822534236,0.109328370345036,0,0,0,0,0.0399814172289737,0.0399814172289737,0.0805514696943629,0.0331236042599721,0.0331236042599721,0.241573146032816,2.91324886419242,13.4760541576779,22.3526593507717,22.2540856546501,7.3026380492945,0.380203339090318,0,0,0,0
