"Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
1,1,1,1,1,1,1,1898,1,1898,"B","TIME",18327.1,15668.7,13396,11452.9,9791.63,8371.36,7157.11,6118.97,5231.4,4472.58,3821.26,3266.97,2793.07,2387.9,2041.5,1745.35,1492.17,1275.72,1090.67,932.461,797.205,681.569,582.707,498.184,425.922,364.142,311.323,266.165,227.558,194.55,166.331,142.204,121.577,103.942,88.8656,75.9755,64.9552,55.5334,47.4782,40.5915,239.252
1,1,1,1,1,1,1,1898,1,1898.5,"M","TIME",16945.9,14487.9,12386.4,10589.7,9053.68,7740.45,6617.71,5657.81,4837.14,4135.5,3533.27,3020.75,2582.56,2207.93,1887.64,1613.81,1379.71,1179.57,1008.47,862.186,737.123,630.202,538.791,460.638,393.822,336.698,287.86,246.105,210.408,179.888,153.795,131.487,112.415,96.1088,82.1681,70.2496,60.0598,51.3481,43.9,37.5323,221.22
1,1,1,1,1,1,1,1899,1,1899,"B","TIME",18327.2,15668.8,13396,11452.9,9791.62,8371.35,7157.09,6118.96,5231.4,4472.58,3823.83,3266.98,2793.09,2387.93,2041.53,1745.38,1492.19,1275.73,1090.67,932.464,797.206,681.569,582.707,498.184,425.922,364.142,311.323,266.165,227.558,194.55,166.33,142.204,121.577,103.942,88.8655,75.9755,64.9552,55.5334,47.4782,40.5914,239.252
1,1,1,1,1,1,1,1899,1,1899.5,"M","TIME",16946,14487.9,12386.4,10589.7,9053.67,7740.44,6617.69,5657.81,4837.14,4135.5,3535.64,3020.76,2582.59,2207.96,1887.67,1613.83,1379.73,1179.58,1008.47,862.187,737.124,630.202,538.79,460.638,393.822,336.698,287.859,246.105,210.407,179.888,153.795,131.487,112.414,96.1086,82.168,70.2495,60.0597,51.348,43.8999,37.5322,221.22
1,1,1,1,1,1,1,1900,1,1900,"B","TIME",18327.3,15668.8,13396,11452.9,9791.62,8371.33,7157.08,6118.95,5231.4,4472.58,3823.83,3269.17,2793.1,2387.95,2041.55,1745.4,1492.21,1275.74,1090.68,932.467,797.207,681.569,582.706,498.183,425.921,364.141,311.322,266.164,227.557,194.55,166.33,142.204,121.577,103.942,88.8653,75.9753,64.955,55.5332,47.4781,40.5914,239.251
1,1,1,1,1,1,1,1900,1,1900.5,"M","TIME",16946,14487.9,12386.4,10589.7,9053.67,7740.42,6617.68,5657.79,4837.13,4135.5,3535.64,3022.79,2582.6,2207.97,1887.69,1613.86,1379.74,1179.59,1008.48,862.191,737.125,630.202,538.789,460.637,393.821,336.697,287.859,246.105,210.407,179.887,153.794,131.486,112.414,96.1084,82.1678,70.2493,60.0596,51.3479,43.8998,37.5321,221.22
1,1,1,1,1,1,1,1901,1,1901,"B","TIME",18327.4,15668.9,13396,11452.9,9791.63,8371.34,7157.06,6118.94,5231.39,4472.58,3823.83,3269.17,2794.97,2387.95,2041.57,1745.42,1492.22,1275.76,1090.69,932.474,797.211,681.57,582.706,498.183,425.921,364.14,311.321,266.164,227.557,194.549,166.33,142.203,121.577,103.942,88.8651,75.9751,64.9549,55.5331,47.478,40.5913,239.25
1,1,1,1,1,1,1,1901,1,1901.5,"M","TIME",16946.1,14488,12386.5,10589.8,9053.68,7740.43,6617.67,5657.78,4837.12,4135.5,3535.64,3022.79,2584.32,2207.98,1887.7,1613.87,1379.76,1179.61,1008.49,862.196,737.127,630.203,538.789,460.636,393.82,336.696,287.858,246.104,210.406,179.887,153.794,131.486,112.414,96.1082,82.1676,70.2491,60.0594,51.3478,43.8997,37.532,221.219
1,1,1,1,1,1,1,1902,1,1902,"B","TIME",18327.4,15669,13396.1,11452.9,9791.65,8371.35,7157.07,6118.93,5231.38,4472.57,3823.82,3269.17,2794.97,2389.55,2041.57,1745.43,1492.24,1275.77,1090.7,932.483,797.216,681.573,582.706,498.182,425.92,364.139,311.32,266.163,227.556,194.549,166.329,142.203,121.576,103.942,88.8648,75.9749,64.9547,55.533,47.4779,40.5912,239.25
1,1,1,1,1,1,1,1902,1,1902.5,"M","TIME",16946.2,14488.1,12386.5,10589.8,9053.7,7740.44,6617.67,5657.77,4837.11,4135.49,3535.64,3022.78,2584.32,2209.46,1887.71,1613.88,1379.78,1179.62,1008.5,862.204,737.132,630.204,538.79,460.636,393.82,336.695,287.857,246.103,210.406,179.886,153.794,131.486,112.414,96.1079,82.1673,70.2489,60.0592,51.3476,43.8996,37.5319,221.218
1,1,1,1,1,1,1,1903,1,1903,"B","TIME",18327.5,15669,13396.2,11453,9791.68,8371.36,7157.08,6118.93,5231.37,4472.56,3823.81,3269.17,2794.97,2389.55,2042.94,1745.44,1492.25,1275.79,1090.72,932.493,797.223,681.576,582.708,498.183,425.919,364.139,311.32,266.162,227.555,194.548,166.329,142.203,121.576,103.941,88.8645,75.9746,64.9545,55.5328,47.4777,40.591,239.249
1,1,1,1,1,1,1,1903,1,1903.5,"M","TIME",16946.3,14488.1,12386.6,10589.8,9053.73,7740.45,6617.68,5657.77,4837.1,4135.48,3535.62,3022.78,2584.32,2209.46,1888.97,1613.89,1379.78,1179.63,1008.51,862.214,737.138,630.208,538.791,460.636,393.819,336.694,287.856,246.102,210.405,179.885,153.793,131.485,112.413,96.1075,82.167,70.2486,60.059,51.3474,43.8994,37.5318,221.217
1,1,1,1,1,1,1,1904,1,1904,"B","TIME",18327.6,15669.1,13396.2,11453,9791.72,8371.39,7157.09,6118.94,5231.37,4472.55,3823.8,3269.16,2794.96,2389.55,2042.94,1746.6,1492.25,1275.79,1090.73,932.504,797.231,681.582,582.711,498.184,425.919,364.138,311.319,266.161,227.554,194.547,166.328,142.202,121.575,103.941,88.8641,75.9743,64.9542,55.5325,47.4775,40.5908,239.248
1,1,1,1,1,1,1,1904,1,1904.5,"M","TIME",16946.4,14488.2,12386.6,10589.9,9053.76,7740.48,6617.69,5657.78,4837.1,4135.46,3535.61,3022.76,2584.31,2209.45,1888.96,1614.96,1379.78,1179.64,1008.52,862.222,737.145,630.212,538.792,460.636,393.818,336.693,287.855,246.101,210.404,179.884,153.792,131.484,112.412,96.1069,82.1665,70.2482,60.0586,51.3471,43.8992,37.5315,221.216
1,1,1,1,1,1,1,1905,1,1905,"B","TIME",18327.7,15669.2,13396.3,11453.1,9791.77,8371.42,7157.11,6118.95,5231.37,4472.54,3823.79,3269.14,2794.94,2389.53,2042.92,1746.59,1493.24,1275.79,1090.73,932.509,797.237,681.587,582.713,498.184,425.918,364.136,311.317,266.159,227.553,194.546,166.327,142.201,121.574,103.94,88.8634,75.9737,64.9537,55.5321,47.4771,40.5905,239.246
1,1,1,1,1,1,1,1905,1,1905.5,"M","TIME",16946.4,14488.3,12386.7,10589.9,9053.81,7740.51,6617.71,5657.79,4837.1,4135.46,3535.6,3022.75,2584.3,2209.44,1888.95,1614.96,1380.7,1179.64,1008.52,862.228,737.151,630.217,538.795,460.637,393.818,336.692,287.853,246.1,210.402,179.883,153.791,131.483,112.412,96.1063,82.166,70.2477,60.0582,51.3467,43.8989,37.5313,221.215
1,1,1,1,1,1,1,1906,1,1906,"B","TIME",18327.8,15669.2,13396.4,11453.2,9791.82,8371.46,7157.14,6118.97,5231.38,4472.55,3823.79,3269.13,2794.94,2389.52,2042.92,1746.59,1493.24,1276.64,1090.73,932.513,797.243,681.593,582.719,498.187,425.92,364.136,311.316,266.159,227.552,194.545,166.326,142.2,121.574,103.939,88.8629,75.9733,64.9533,55.5318,47.4768,40.5903,239.245
1,1,1,1,1,1,1,1906,1,1906.5,"M","TIME",16946.5,14488.3,12386.7,10590,9053.85,7740.54,6617.74,5657.81,4837.11,4135.47,3535.6,3022.74,2584.29,2209.43,1888.95,1614.95,1380.7,1180.42,1008.52,862.231,737.157,630.223,538.8,460.64,393.819,336.692,287.853,246.099,210.401,179.882,153.79,131.483,112.411,96.1057,82.1655,70.2473,60.0579,51.3464,43.8986,37.5311,221.213
1,1,1,1,1,1,1,1907,1,1907,"B","TIME",18327.8,15669.3,13396.4,11453.2,9791.86,8371.5,7157.18,6118.99,5231.4,4472.56,3823.79,3269.13,2794.93,2389.51,2042.91,1746.58,1493.23,1276.64,1091.46,932.513,797.246,681.598,582.724,498.192,425.922,364.137,311.316,266.158,227.551,194.544,166.325,142.199,121.573,103.939,88.8624,75.9728,64.9529,55.5314,47.4766,40.59,239.243
1,1,1,1,1,1,1,1907,1,1907.5,"M","TIME",16946.5,14488.4,12386.8,10590,9053.9,7740.58,6617.77,5657.83,4837.13,4135.48,3535.6,3022.74,2584.28,2209.42,1888.94,1614.94,1380.69,1180.42,1009.2,862.231,737.159,630.227,538.805,460.644,393.821,336.693,287.853,246.098,210.4,179.881,153.789,131.482,112.41,96.1051,82.165,70.2469,60.0575,51.3461,43.8983,37.5308,221.212
1,1,1,1,1,1,1,1908,1,1908,"B","TIME",18327.9,15669.4,13396.5,11453.3,9791.91,8371.55,7157.21,6119.02,5231.42,4472.57,3823.8,3269.13,2794.93,2389.51,2042.9,1746.57,1493.23,1276.63,1091.45,933.134,797.246,681.601,582.728,498.196,425.926,364.14,311.317,266.158,227.55,194.543,166.324,142.198,121.572,103.938,88.8618,75.9723,64.9525,55.5311,47.4762,40.5898,239.242
1,1,1,1,1,1,1,1908,1,1908.5,"M","TIME",16946.6,14488.4,12386.8,10590.1,9053.94,7740.62,6617.8,5657.85,4837.15,4135.49,3535.61,3022.74,2584.27,2209.41,1888.93,1614.93,1380.68,1180.41,1009.19,862.804,737.158,630.229,538.808,460.647,393.824,336.695,287.853,246.098,210.4,179.88,153.788,131.481,112.409,96.1043,82.1643,70.2463,60.057,51.3457,43.898,37.5305,221.21
1,1,1,1,1,1,1,1909,1,1909,"B","TIME",18327.9,15669.4,13396.5,11453.3,9791.95,8371.58,7157.25,6119.05,5231.44,4472.59,3823.81,3269.13,2794.92,2389.5,2042.89,1746.56,1493.22,1276.62,1091.44,933.128,797.775,681.599,582.729,498.198,425.928,364.142,311.318,266.158,227.549,194.542,166.323,142.197,121.571,103.937,88.861,75.9716,64.9519,55.5306,47.4758,40.5894,239.239
1,1,1,1,1,1,1,1909,1,1909.5,"M","TIME",16946.6,14488.5,12386.9,10590.1,9053.97,7740.66,6617.84,5657.88,4837.17,4135.5,3535.61,3022.74,2584.27,2209.41,1888.92,1614.92,1380.67,1180.41,1009.18,862.799,737.647,630.227,538.809,460.65,393.827,336.697,287.854,246.098,210.399,179.879,153.787,131.48,112.409,96.1035,82.1636,70.2457,60.0565,51.3453,43.8976,37.5302,221.208
1,1,1,1,1,1,1,1910,1,1910,"B","TIME",18328,15669.5,13396.6,11453.3,9791.99,8371.62,7157.28,6119.08,5231.47,4472.61,3823.82,3269.14,2794.93,2389.5,2042.89,1746.55,1493.21,1276.61,1091.44,933.123,797.77,682.051,582.728,498.199,425.931,364.144,311.32,266.159,227.55,194.541,166.322,142.196,121.57,103.936,88.8603,75.971,64.9514,55.5301,47.4754,40.5891,239.237
1,1,1,1,1,1,1,1910,1,1910.5,"M","TIME",16946.7,14488.5,12386.9,10590.2,9054.01,7740.69,6617.87,5657.91,4837.19,4135.52,3535.63,3022.75,2584.28,2209.41,1888.92,1614.92,1380.67,1180.4,1009.18,862.794,737.643,630.646,538.808,460.65,393.829,336.699,287.856,246.099,210.399,179.879,153.786,131.479,112.408,96.1028,82.163,70.2451,60.056,51.3448,43.8972,37.5299,221.206
1,1,1,1,1,1,1,1911,1,1911,"B","TIME",18328,15669.5,13396.6,11453.4,9792.02,8371.65,7157.31,6119.11,5231.49,4472.63,3823.84,3269.15,2794.93,2389.5,2042.88,1746.55,1493.2,1276.61,1091.43,933.117,797.765,682.047,583.114,498.198,425.931,364.146,311.322,266.161,227.55,194.542,166.322,142.196,121.57,103.936,88.8596,75.9704,64.9508,55.5296,47.475,40.5887,239.235
1,1,1,1,1,1,1,1911,1,1911.5,"M","TIME",16946.7,14488.6,12386.9,10590.2,9054.04,7740.72,6617.89,5657.93,4837.21,4135.54,3535.64,3022.76,2584.28,2209.41,1888.91,1614.91,1380.66,1180.39,1009.17,862.788,737.638,630.642,539.165,460.649,393.829,336.701,287.858,246.1,210.4,179.879,153.786,131.478,112.407,96.1021,82.1623,70.2445,60.0555,51.3444,43.8968,37.5296,221.204
1,1,1,1,1,1,1,1912,1,1912,"B","TIME",18328,15669.5,13396.6,11453.4,9792.05,8371.68,7157.33,6119.13,5231.52,4472.65,3823.85,3269.17,2794.94,2389.5,2042.88,1746.55,1493.2,1276.6,1091.42,933.11,797.76,682.043,583.11,498.528,425.93,364.146,311.324,266.162,227.552,194.542,166.322,142.195,121.569,103.935,88.8589,75.9697,64.9502,55.5291,47.4746,40.5883,239.233
1,1,1,1,1,1,1,1912,1,1912.5,"M","TIME",16946.7,14488.6,12387,10590.2,9054.07,7740.74,6617.92,5657.96,4837.24,4135.56,3535.66,3022.77,2584.29,2209.41,1888.91,1614.91,1380.65,1180.38,1009.16,862.781,737.633,630.637,539.161,460.954,393.828,336.701,287.859,246.102,210.401,179.88,153.786,131.478,112.406,96.1013,82.1616,70.2439,60.0549,51.3439,43.8964,37.5292,221.202
1,1,1,1,1,1,1,1913,1,1913,"B","TIME",18328.1,15669.6,13396.6,11453.4,9792.08,8371.71,7157.36,6119.15,5231.54,4472.67,3823.87,3269.18,2794.95,2389.51,2042.89,1746.55,1493.19,1276.6,1091.42,933.103,797.753,682.038,583.106,498.525,426.212,364.145,311.324,266.163,227.553,194.543,166.322,142.195,121.569,103.934,88.8582,75.9691,64.9496,55.5286,47.4741,40.5879,239.231
1,1,1,1,1,1,1,1913,1,1913.5,"M","TIME",16946.8,14488.6,12387,10590.2,9054.09,7740.77,6617.94,5657.98,4837.25,4135.57,3535.67,3022.78,2584.29,2209.41,1888.91,1614.91,1380.65,1180.38,1009.16,862.775,737.627,630.632,539.157,460.951,394.089,336.699,287.859,246.102,210.402,179.88,153.786,131.478,112.406,96.1007,82.1609,70.2433,60.0544,51.3434,43.896,37.5288,221.2
1,1,1,1,1,1,1,1914,1,1914,"B","TIME",18328.1,15669.6,13396.7,11453.5,9792.1,8371.73,7157.38,6119.18,5231.56,4472.68,3823.88,3269.19,2794.96,2389.52,2042.89,1746.55,1493.19,1276.59,1091.41,933.096,797.747,682.031,583.102,498.521,426.209,364.386,311.322,266.163,227.554,194.544,166.323,142.195,121.568,103.934,88.8576,75.9684,64.949,55.528,47.4736,40.5875,239.228
1,1,1,1,1,1,1,1914,1,1914.5,"M","TIME",16946.8,14488.6,12387,10590.3,9054.11,7740.79,6617.96,5658,4837.27,4135.59,3535.68,3022.79,2584.3,2209.42,1888.92,1614.91,1380.65,1180.37,1009.15,862.768,737.62,630.626,539.153,460.947,394.085,336.922,287.858,246.102,210.403,179.881,153.787,131.478,112.406,96.1003,82.1603,70.2426,60.0538,51.3429,43.8955,37.5284,221.198
1,1,1,1,1,1,1,1915,1,1915,"B","TIME",18328.1,15669.6,13396.7,11453.5,9792.12,8371.75,7157.4,6119.19,5231.58,4472.7,3823.9,3269.2,2794.97,2389.52,2042.89,1746.55,1493.19,1276.59,1091.41,933.092,797.741,682.026,583.096,498.517,426.205,364.383,311.528,266.162,227.553,194.545,166.323,142.196,121.568,103.934,88.8571,75.9679,64.9484,55.5275,47.4731,40.5871,239.226
1,1,1,1,1,1,1,1915,1,1915.5,"M","TIME",16946.8,14488.7,12387,10590.3,9054.13,7740.81,6617.98,5658.01,4837.29,4135.6,3535.69,3022.8,2584.31,2209.42,1888.92,1614.91,1380.65,1180.37,1009.15,862.763,737.614,630.62,539.147,460.943,394.081,336.919,288.048,246.101,210.402,179.881,153.787,131.478,112.406,96.1,82.1598,70.2421,60.0532,51.3423,43.895,37.528,221.195
1,1,1,1,1,1,1,1916,1,1916,"B","TIME",18328.1,15669.6,13396.7,11453.5,9792.14,8371.76,7157.42,6119.21,5231.59,4472.71,3823.91,3269.21,2794.97,2389.53,2042.9,1746.55,1493.19,1276.59,1091.4,933.087,797.736,682.019,583.09,498.511,426.201,364.379,311.525,266.337,227.552,194.544,166.324,142.196,121.569,103.934,88.8568,75.9673,64.9478,55.5269,47.4726,40.5866,239.223
1,1,1,1,1,1,1,1916,1,1916.5,"M","TIME",16946.8,14488.7,12387.1,10590.3,9054.15,7740.82,6617.99,5658.01,4837.28,4135.58,3535.67,3022.77,2584.28,2209.39,1888.89,1614.88,1380.63,1180.35,1009.13,862.746,737.598,630.605,539.133,460.93,394.071,336.91,288.04,246.259,210.398,179.878,153.785,131.477,112.404,96.0984,82.1582,70.2405,60.0517,51.3409,43.8938,37.5269,221.189
1,1,1,1,1,1,1,1917,1,1917,"B","TIME",18328.1,15669.6,13396.7,11453.5,9792.15,8371.78,7157.43,6119.21,5231.58,4472.68,3823.86,3269.15,2794.91,2389.47,2042.84,1746.5,1493.15,1276.55,1091.37,933.055,797.707,681.993,583.066,498.49,426.183,364.364,311.512,266.326,227.695,194.537,166.318,142.192,121.565,103.93,88.854,75.9647,64.9454,55.5246,47.4706,40.5848,239.212
1,1,1,1,1,1,1,1917,1,1917.5,"M","TIME",16946.8,14488.7,12387.1,10590.3,9054.16,7740.83,6617.99,5658,4837.24,4135.52,3535.59,3022.68,2584.19,2209.31,1888.81,1614.81,1380.56,1180.29,1009.08,862.702,737.56,630.571,539.103,460.904,394.048,336.891,288.024,246.245,210.526,179.869,153.777,131.471,112.399,96.0941,82.1544,70.2369,60.0485,51.3381,43.8913,37.5247,221.175
1,1,1,1,1,1,1,1918,1,1918,"B","TIME",18328,15669.6,13396.7,11453.5,9792.16,8371.79,7157.44,6119.21,5231.56,4472.63,3823.78,3269.05,2794.79,2389.35,2042.73,1746.4,1493.06,1276.47,1091.3,932.995,797.654,681.948,583.026,498.454,426.152,364.337,311.489,266.307,227.678,194.653,166.306,142.183,121.558,103.924,88.8486,75.9599,64.9411,55.5208,47.4672,40.5819,239.194
