"Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
1,1,1,1,1,1,1,1949,1,1949.5,"M","TIME",17788,15206.9,12900.7,10946.7,9314.73,7912.21,6722.04,5710.93,4849.83,4108.13,3462.96,2901.35,2417.82,2009.84,1672.72,1397.93,1174.66,992.201,836.927,712.16,607.079,518.054,442.358,377.851,322.815,275.821,235.68,201.387,172.091,147.063,125.681,107.416,91.8107,78.4766,67.0822,57.3444,49.0213,41.9067,35.8248,30.6255,180.45
1,1,1,1,1,1,1,1950,1,1950,"B","TIME",18941.9,16447.4,14060.8,11928.4,10121.7,8612.62,7315.27,6213.13,5275.11,4475.1,3786.06,3187.79,2668.36,2222.28,1846.59,1536.53,1283.97,1078.85,911.246,768.632,654.042,557.535,475.774,406.255,347.013,296.469,253.31,216.445,184.951,158.046,135.06,115.424,98.6498,84.3176,72.0718,61.6074,52.6643,45.0205,38.4866,32.901,193.849
1,1,1,1,1,1,1,1950,1,1950.5,"M","TIME",17514.3,15207.8,13001.1,11029.4,9358.74,7962.68,6760.9,5737.68,4865.27,4121.23,3481.74,2928.27,2449.26,2038.85,1693.74,1409.16,1177.46,989.316,835.61,704.828,599.748,511.252,436.278,372.53,318.205,271.857,232.281,198.477,169.597,144.926,123.848,105.842,90.4602,77.3179,66.0886,56.493,48.2923,41.283,35.2915,30.1697,177.756
1,1,1,1,1,1,1,1951,1,1951,"B","TIME",18241.9,16194.3,14061.7,12021.3,10198.2,8653.29,7361.79,6248.54,5298.61,4487.26,3795.34,3201.88,2689.88,2248.14,1870.57,1553.54,1292.34,1079.78,907.214,766.253,646.321,549.961,468.81,400.06,341.604,291.789,249.288,212.998,182,155.518,132.894,113.567,97.0553,82.9505,70.8992,60.6022,51.8031,44.2832,37.8559,32.3618,190.665
1,1,1,1,1,1,1,1951,1,1951.5,"M","TIME",16867.1,14973.8,13001.9,11115.3,9429.44,8000.23,6803.75,5770.05,4886.39,4131.7,3489.43,2940.36,2468.21,2061.88,1715.12,1424.24,1184.7,989.804,831.608,702.388,592.45,504.121,429.734,366.714,313.13,267.468,228.509,195.244,166.829,142.555,121.817,104.101,88.9654,76.0363,64.9895,55.5508,47.4851,40.5921,34.7005,29.6643,174.772
1,1,1,1,1,1,1,1952,1,1952,"B","TIME",17280.6,15595.9,13845.3,12022,10277.6,8718.64,7396.47,6288.01,5328.2,4506.24,3804.3,3208.18,2700.21,2264.81,1891.04,1572.59,1305.7,1086.02,907.329,762.302,643.847,543.07,462.102,393.914,336.147,287.03,245.173,209.462,178.97,152.924,130.673,111.663,95.4235,81.5499,69.6984,59.5724,50.9205,43.5271,37.2086,31.8081,187.396
1,1,1,1,1,1,1,1952,1,1952.5,"M","TIME",15978.2,14420.5,12801.9,11115.9,9502.81,8060.45,6834.97,5804.48,4910.22,4144.49,3492.32,2940.7,2472.56,2072.59,1729.95,1438.37,1194.15,993.2,829.763,697.127,588.797,496.635,422.59,360.232,307.404,262.487,224.209,191.552,163.667,139.848,119.499,102.115,87.2641,74.5768,63.7387,54.4786,46.5664,39.8052,34.027,29.0882,171.372
1,1,1,1,1,1,1,1953,1,1953,"B","TIME",16385.9,14774,13333.7,11837.1,10278.2,8786.47,7451.95,6316.09,5358.14,4525.03,3811.78,3205.93,2695.52,2264.11,1896.68,1582.58,1315.61,1092.14,908.311,758.828,637.524,538.453,454.17,386.456,329.43,281.119,240.042,205.038,175.173,149.672,127.89,109.281,93.3837,79.8024,68.1999,58.2886,49.8203,42.5846,36.4016,31.1174,183.32
1,1,1,1,1,1,1,1953,1,1953.5,"M","TIME",15151,13660.6,12328.8,10944.9,9503.44,8123.62,6888,5834.61,4945,4171.47,3510.24,2949.86,2478.81,2081.36,1743.26,1454.42,1209.01,1003.62,834.684,697.313,585.842,494.801,417.351,355.126,302.723,258.329,220.582,188.415,160.971,137.538,117.522,100.422,85.8131,73.3328,62.6709,53.5631,45.7813,39.1323,33.4505,28.5947,168.458
1,1,1,1,1,1,1,1954,1,1954,"B","TIME",15819.8,14009.1,12631,11399.7,10120.1,8787.11,7510.78,6366.73,5389.83,4563.72,3845.54,3232.56,2714.24,2279.52,1913.37,1602.24,1336.64,1111.05,922.278,767.024,640.785,538.349,454.688,383.516,326.336,278.181,237.386,202.699,173.14,147.921,126.388,107.994,92.2805,78.8562,67.3877,57.5902,49.2208,42.0698,35.9598,30.7387,181.078
1,1,1,1,1,1,1,1954,1,1954.5,"M","TIME",14627.5,12953.3,11679.1,10540.5,9357.22,8124.02,6941.68,5879.75,4971.47,4203.38,3537.05,2970.03,2491.96,2091.9,1755.44,1469.81,1226.08,1019.11,845.952,703.542,587.749,493.79,417.053,351.772,299.325,255.156,217.737,185.922,158.809,135.678,115.926,99.0553,84.6423,72.3291,61.8099,52.8234,45.1467,38.5876,32.9834,28.1944,166.09
1,1,1,1,1,1,1,1955,1,1955,"B","TIME",15544.4,13525.1,11977.1,10798.9,9746.1,8651.88,7510.98,6415.71,5430.02,4585.58,3871.5,3253.31,2728.81,2287.87,1919.72,1610.55,1348.32,1124.66,934.787,775.943,645.313,539.102,452.919,382.534,322.656,274.549,234.036,199.715,170.533,145.665,124.448,106.331,90.8563,77.6364,66.3424,56.6938,48.4511,41.4098,35.3937,30.2533,178.203
1,1,1,1,1,1,1,1955,1,1955.5,"M","TIME",14372.9,12505.8,11074.4,9985.02,9011.43,7998.99,6941.88,5925.03,5008.64,4223.65,3561.08,2989.25,2505.48,2099.7,1761.38,1477.53,1236.88,1031.67,857.485,711.771,591.943,494.515,415.459,350.895,295.97,251.842,214.68,183.197,156.428,133.617,114.155,97.5367,83.3418,71.2152,60.8553,52.0048,44.4438,37.9849,32.4664,27.7511,163.464
1,1,1,1,1,1,1,1956,1,1956,"B","TIME",15101.4,13289.7,11563.3,10239.8,9232.48,8332.15,7395.37,6415.9,5471.88,4619.95,3890.29,3275.56,2746.62,2300.43,1927,1616.11,1355.49,1134.65,946.373,786.576,652.906,542.986,453.616,381.098,321.874,271.491,231.012,196.924,168.045,143.49,122.566,104.713,89.4696,76.4488,65.3252,55.8221,47.7036,40.768,34.8433,29.7811,175.4
1,1,1,1,1,1,1,1956,1,1956.5,"M","TIME",13963.3,12288.1,10691.8,9468.07,8536.51,7703.26,6834.55,5924.06,5045.29,4252.67,3575.36,3006.64,2518.97,2108.67,1765.86,1480.75,1241.87,1039.5,866.997,720.596,598.137,497.437,415.562,349.128,294.872,248.715,211.633,180.404,153.948,131.453,112.284,95.9289,81.964,70.0355,59.8451,51.1392,43.7017,37.348,31.9203,27.2828,160.686
1,1,1,1,1,1,1,1957,1,1957,"B","TIME",14341.7,12911,11362,9886.03,8754.49,7893.01,7121.84,6316.27,5469.93,4651.95,3914.58,3285.92,2759.79,2310.2,1932.9,1618.2,1356.73,1137.77,952.325,794.278,660.151,547.962,455.708,380.701,319.84,270.135,227.851,193.879,165.27,141.033,120.425,102.864,87.8815,75.0881,64.1603,54.8247,46.8492,40.0356,34.2149,29.2425,172.2
1,1,1,1,1,1,1,1957,1,1957.5,"M","TIME",13260.8,11937.9,10505.7,9140.95,8094.56,7297.26,6581.71,5831.89,5043.16,4281.67,3597.16,3015.62,2530.56,2117.18,1770.88,1482.33,1242.72,1042.12,872.254,727.489,604.638,501.882,417.385,348.686,292.943,247.418,208.69,177.575,151.372,129.173,110.298,94.2139,80.491,68.7736,58.7647,50.2142,42.9094,36.6688,31.3376,26.7833,157.719
1,1,1,1,1,1,1,1958,1,1958,"B","TIME",13887.2,12261.4,11038.2,9713.91,8452.03,7484.38,6746.48,6082.54,5384.65,4649.68,3940.85,3305.48,2767.55,2320.36,1940.29,1622.45,1357.88,1138.3,954.519,798.916,666.317,553.793,459.677,382.286,319.364,268.308,226.611,191.14,162.642,138.642,118.31,101.023,86.2909,73.7221,62.99,53.8228,45.9914,39.3009,33.5851,28.7022,168.986
1,1,1,1,1,1,1,1958,1,1958.5,"M","TIME",12840.6,11337.3,10206.3,8981.8,7814.86,6919.38,6234.63,5615.72,4963.95,4278.8,3620.43,3032.69,2536.85,2125.77,1777.03,1485.7,1243.33,1042.23,873.947,731.471,610.064,507.039,420.868,350.01,292.401,245.655,207.479,175.002,148.91,126.937,108.321,92.4936,79.0056,67.4979,57.6719,49.2787,42.1085,35.9828,30.7496,26.279,154.719
1,1,1,1,1,1,1,1959,1,1959,"B","TIME",14774.6,11872.9,10482.9,9437.1,8304.86,7225.72,6397.04,5761.62,5184.74,4576.12,3937.51,3326.06,2782.42,2325.39,1947.49,1627.5,1360.47,1138.44,954.27,800.175,669.721,558.56,464.232,385.335,320.46,267.714,224.915,189.962,160.227,136.338,116.22,99.1761,84.6846,72.3353,61.7992,52.8028,45.1182,38.5533,32.9449,28.1535,165.717
1,1,1,1,1,1,1,1959,1,1959.5,"M","TIME",13661.2,10978.1,9692.82,8725.86,7678.79,6680.24,5911.63,5319.22,4779.26,4210.54,3616.7,3050.9,2549.85,2129.81,1783.14,1489.91,1245.35,1042.07,873.473,732.418,613.007,511.259,424.918,352.703,293.322,245.042,205.868,173.875,146.658,124.792,106.378,90.7773,77.513,66.2096,56.5657,48.3312,41.2974,35.2884,30.1549,25.7693,151.683
1,1,1,1,1,1,1,1960,1,1960,"B","TIME",18371.9,12631.6,10150.7,8962.32,8068.21,7099.92,6175.94,5463.05,4910.79,4405.49,3874.17,3322.02,2798.5,2336.72,1950.68,1632.66,1363.95,1139.98,953.855,799.517,670.399,561.097,467.963,388.934,322.834,268.481,224.291,188.434,159.15,134.238,114.224,97.3689,83.0897,70.9487,60.6026,51.7754,44.2382,37.8001,32.3,27.6012,162.425
1,1,1,1,1,1,1,1960,1,1960.5,"M","TIME",16987.3,11679.6,9385.7,8286.85,7459.98,6563.79,5706.64,5041.87,4523.61,4049.05,3553.16,3041.64,2559.36,2135.54,1782.05,1491.22,1245.66,1041.06,871.07,730.119,612.205,512.389,427.34,355.171,294.809,245.175,204.82,172.076,145.334,122.585,104.308,88.9163,75.8767,64.7897,55.3416,47.2808,40.3979,34.5186,29.496,25.2052,148.325
1,1,1,1,1,1,1,1961,1,1961,"B","TIME",23806.6,15707.1,10799.4,8678.34,7662.3,6897.59,6068.15,5273,4653.16,4166.95,3721.44,3258.74,2784.92,2340.65,1951.68,1627.99,1362.03,1137.64,950.731,795.47,666.744,559.062,467.91,390.243,324.339,269.217,223.891,187.04,157.138,132.718,111.943,95.2532,81.1975,69.2898,59.1653,50.5374,43.1763,36.8909,31.5221,26.9355,158.466
1,1,1,1,1,1,1,1961,1,1961.5,"M","TIME",22012.4,14523.3,9985.46,8024.28,7084.68,6376.81,5607.24,4866.93,4287.08,3830.92,3414.43,2985.12,2548.29,2140.34,1784.01,1487.84,1244.66,1039.55,868.743,726.863,609.236,510.841,427.55,356.582,296.362,245.995,204.579,170.906,143.584,121.27,102.288,87.0369,74.1936,63.3131,54.0618,46.1782,39.4521,33.7088,28.8031,24.6121,144.797
1,1,1,1,1,1,1,1962,1,1962,"B","TIME",21905,20353.4,13428.7,9232.9,7419.52,6550.61,5895.35,5181.33,4492.13,3949.79,3522,3132.74,2734.47,2331.77,1957.18,1630.74,1359.76,1137.4,949.925,793.825,664.173,556.688,466.778,390.671,325.825,270.799,224.776,186.932,156.164,131.199,110.81,93.4645,79.5293,67.7938,57.8518,49.3986,42.195,36.049,30.8012,26.3186,154.796
1,1,1,1,1,1,1,1962,1,1962.5,"M","TIME",20254.1,18819.5,12416.7,8537.04,6860.16,6055.71,5446.32,4779.26,4133.36,3623.76,3222.36,2859.95,2492.62,2123.6,1781.56,1484.02,1237.25,1034.86,864.262,722.228,604.266,506.474,424.673,355.431,296.434,246.371,204.5,170.07,142.077,119.364,100.814,85.0335,72.3553,61.6784,52.6333,44.9426,38.3888,32.7972,28.0227,23.9445,140.833
1,1,1,1,1,1,1,1963,1,1963,"B","TIME",15257.7,18727.6,17401.1,11480.9,7893.63,6342.97,5598.21,5031.5,4408.39,3803.25,3324.64,2948.22,2610.92,2272.16,1934.02,1621.69,1350.49,1125.79,941.568,786.324,657.089,549.762,460.789,386.366,323.369,269.694,224.147,186.053,154.729,129.261,108.596,91.72,77.363,65.8284,56.1147,47.8854,40.8885,34.9259,29.8387,25.4949,149.913
1,1,1,1,1,1,1,1963,1,1963.5,"M","TIME",14107.8,17316.2,16089.7,10615.6,7298.56,5863.96,5172.55,4642.89,4059.55,3493.77,3047.07,2697.14,2385.58,2074.49,1765.02,1479.65,1232.08,1027.02,858.941,717.312,599.415,501.507,420.343,352.452,294.985,246.021,204.472,169.722,141.147,117.915,99.0642,83.6691,70.5723,60.0502,51.1891,43.6822,37.2994,31.8602,27.2195,23.2571,136.754
1,1,1,1,1,1,1,1964,1,1964,"B","TIME",12409.8,13044.5,16011.2,14877.1,9815.55,6748.36,5421.13,4779.26,4284.29,3738.31,3209.48,2792.67,2467.44,2179.69,1894.01,1610.78,1350.06,1124.05,936.919,783.566,654.357,546.804,457.488,383.447,321.515,269.092,224.426,186.524,154.824,128.758,107.565,90.3686,76.3248,64.3776,54.7792,46.6959,39.8479,34.0254,29.0636,24.8303,145.966
1,1,1,1,1,1,1,1964,1,1964.5,"M","TIME",11474.6,12061.4,14804.5,13755.9,9075.63,6238.91,5009.52,4411.56,3947.86,3437.72,2945.7,2559.24,2258.83,1994.14,1732.16,1472.87,1234.36,1027.67,856.567,716.358,598.229,499.9,418.245,350.555,293.936,246.009,205.174,170.524,141.543,117.713,98.3377,82.6167,69.7776,58.8552,50.0802,42.6903,36.4297,31.1066,26.5705,22.7003,133.445
1,1,1,1,1,1,1,1965,1,1965,"B","TIME",12250.7,10609.8,11152.4,13688.7,12719.1,8391.5,5767.91,4629.16,4072.16,3637.84,3161.3,2703.61,2345.31,2067.85,1824.38,1584.15,1346.76,1128.57,939.553,783.106,654.915,546.915,457.019,382.368,320.484,268.722,224.906,187.574,155.896,129.401,107.615,89.9022,75.5297,63.792,53.8066,45.7842,39.0282,33.3047,28.4383,24.2912,142.751
1,1,1,1,1,1,1,1965,1,1965.5,"M","TIME",11327.5,9810.18,10311.9,12657.1,11760.3,7758,5330.07,4273.28,3752.86,3346.03,2902.31,2478.47,2147.85,1892.6,1669.2,1449.14,1231.88,1032.26,859.353,716.253,599.003,500.222,418.001,349.722,293.122,245.779,205.704,171.56,142.586,118.353,98.4271,82.2265,69.0812,58.3456,49.2127,41.8753,35.6961,30.4612,26.0103,22.2173,130.563
1,1,1,1,1,1,1,1966,1,1966,"B","TIME",12771.2,10473.8,9070.83,9534.74,11703.1,10873.8,7172.33,4925.46,3944.75,3458.6,3077.62,2664.54,2272.08,1967.02,1732.2,1527.21,1325.64,1126.8,944.164,785.999,655.108,547.864,457.515,382.313,319.864,268.096,224.795,188.142,156.912,130.413,108.249,90.0237,75.2062,63.1832,53.3642,45.011,38.3,32.6484,27.8605,23.7896,139.736
1,1,1,1,1,1,1,1966,1,1966.5,"M","TIME",11808.7,9684.39,8387.2,8816.13,10820.7,10050.6,6620.98,4533.42,3613.76,3150.74,2788.76,2404.23,2044.15,1766.55,1554.12,1369.51,1188.45,1010.06,846.295,704.504,587.175,491.049,410.068,342.664,286.691,240.292,201.481,168.63,140.639,116.887,97.0221,80.6872,67.4065,56.6304,47.8297,40.3429,34.3279,29.2624,24.9711,21.3223,125.244
1,1,1,1,1,1,1,1967,1,1967,"B","TIME",13856.7,10918.8,8954.53,7755.1,8151.68,10004.7,9289.74,6112.02,4172.58,3310.55,2870.27,2527.01,2169.35,1839.08,1586.5,1394.35,1228.09,1065.45,905.413,758.57,631.458,526.287,440.125,367.541,307.127,256.958,215.371,180.585,151.141,126.053,104.765,86.9599,72.3191,60.4157,50.7572,42.8692,36.1589,30.7677,26.2276,22.3813,131.366
1,1,1,1,1,1,1,1967,1,1967.5,"M","TIME",12812.4,10095.9,8279.65,7170.5,7536.24,9245.86,8575.35,5627.44,3826.08,3020.88,2607.02,2286.81,1958.19,1657.51,1428.66,1255.07,1105.17,958.714,814.666,682.524,568.149,473.52,395.996,330.69,276.333,231.195,193.777,162.479,135.987,113.415,94.2609,78.2411,65.0682,54.3583,45.6682,38.5711,32.5335,27.6829,23.598,20.1373,118.195
1,1,1,1,1,1,1,1968,1,1968,"B","TIME",19072.7,11846.8,9334.97,7655.64,6629.97,6967.27,8544.57,7915.9,5181.28,3508.35,2756.56,2367.92,2069.43,1767.58,1493.87,1286.52,1129.7,994.555,862.667,733.014,614.102,511.188,426.044,356.292,297.533,248.626,208.014,174.348,146.188,122.352,102.043,84.8101,70.3964,58.5443,48.9083,41.0894,34.7039,29.2717,24.9074,21.232,124.463
1,1,1,1,1,1,1,1968,1,1968.5,"M","TIME",17635.3,10953.9,8631.43,7078.64,6130.02,6440.1,7889.6,7290.93,4753.39,3203.51,2505.82,2144.88,1869.94,1594.82,1346.75,1159.32,1017.79,895.941,777.092,660.284,553.164,460.459,383.764,320.933,268.005,223.952,187.37,157.045,131.68,110.21,91.9163,76.3933,63.4101,52.7343,44.0545,37.0116,31.2598,26.3667,22.4355,19.1249,112.111
1,1,1,1,1,1,1,1969,1,1969,"B","TIME",15803.7,16306.2,10128.4,7980.92,6545.14,5667.77,5952.81,7284.84,6715.3,4360.83,2925.16,2277.88,1942.85,1689.69,1438.94,1214.12,1044.7,916.966,807.105,700.005,594.77,498.273,414.765,345.679,289.084,241.408,201.727,168.775,141.46,118.612,99.2724,82.7943,68.8119,57.1171,47.5008,39.6824,33.3385,28.1575,23.75,20.209,118.212
1,1,1,1,1,1,1,1969,1,1969.5,"M","TIME",14612.7,15077.3,9365.06,7379.41,6051.52,5238.43,5494.22,6701.84,6146.08,3966.69,2645.2,2050.25,1743.09,1512.98,1287.06,1085.35,933.634,819.368,721.153,625.438,531.405,445.185,370.572,308.847,258.281,215.686,180.232,150.792,126.387,105.974,88.6947,73.9723,61.4798,51.0312,42.4395,35.4541,29.7862,25.1573,21.2194,18.0557,105.616
1,1,1,1,1,1,1,1970,1,1970,"B","TIME",11847.6,13511.4,13941,8659.25,6823.23,5595.12,4841.61,5070.97,6165.5,5625.11,3608.18,2392.03,1845.36,1563.86,1354.75,1151.2,970.237,834.376,732.158,644.354,558.815,474.79,397.753,331.088,275.939,230.761,192.704,161.028,134.724,112.92,94.6819,79.2441,66.0904,54.9289,45.5937,37.9174,31.6764,26.6124,22.4767,18.9584,110.494
1,1,1,1,1,1,1,1970,1,1970.5,"M","TIME",10954.7,12493.1,12890.3,8006.57,6308.5,5171.66,4471.19,4673.41,5663.73,5147.45,3289.73,2174.59,1674.28,1417.16,1226.85,1042.15,878.178,755.144,662.606,583.132,505.716,429.673,359.955,299.626,249.717,208.832,174.392,145.726,121.922,102.19,85.6846,71.7137,59.81,49.7092,41.261,34.3143,28.6663,24.0835,20.3408,17.1569,99.9944
1,1,1,1,1,1,1,1971,1,1971,"B","TIME",8893.93,10129.1,11551.5,11918.8,7403.09,5832.61,4780.25,4129.1,4307.02,5202.8,4710.35,2999.38,1976.92,1519.07,1284.23,1111.02,943.43,794.853,683.436,599.662,527.727,457.662,388.844,325.75,271.153,225.987,188.987,157.82,131.878,110.336,92.4788,77.5422,64.899,54.1265,44.9855,37.3401,31.0535,25.9423,21.7949,18.4079,106.019
1,1,1,1,1,1,1,1971,1,1971.5,"M","TIME",8223.64,9365.68,10680.9,11020.4,6844.69,5391.51,4415.62,3807.99,3961.95,4771.51,4307.51,2736.64,1800.94,1382.53,1168.19,1010.36,857.838,722.693,621.372,545.197,479.793,416.09,353.523,296.16,246.522,205.459,171.82,143.484,119.899,100.314,84.0784,70.4986,59.0038,49.2098,40.8992,33.9483,28.2327,23.5858,19.8152,16.7358,96.3885
1,1,1,1,1,1,1,1972,1,1972,"B","TIME",11546.3,7603.86,8659.83,9875.97,10189.8,6328.42,4983.76,4078.8,3511.85,3644.53,4375.97,3939.12,2496.91,1640.63,1258.28,1062.64,918.818,780.011,657.084,564.944,495.68,436.212,378.295,321.41,269.258,224.129,186.796,156.213,130.45,109.007,91.2014,76.4411,64.0948,53.6442,44.7398,37.1841,30.8646,25.6682,21.4434,18.0153,102.849
1,1,1,1,1,1,1,1972,1,1972.5,"M","TIME",10676.1,7030.79,8007.17,9131.58,9421.06,5849.16,4601.38,3756.51,3221.65,3327.74,3977.84,3568.08,2256.24,1480.3,1134.38,957.599,827.819,702.688,591.918,508.904,446.505,392.935,340.763,289.521,242.543,201.892,168.263,140.714,117.508,98.1923,82.1529,68.857,57.7357,48.3219,40.301,33.4949,27.8024,23.1215,19.3159,16.2279,92.6446
1,1,1,1,1,1,1,1973,1,1973,"B","TIME",14346.9,9871.49,6500.91,7403.7,8443.3,8710.32,5406.2,4248.33,3459.68,2955.43,3038.49,3615.94,3232,2038.76,1335.64,1022.68,862.942,745.833,633.03,533.214,458.423,402.209,353.952,306.955,260.797,218.479,181.861,151.569,126.753,105.849,88.4502,74.0021,62.0254,52.0074,43.5277,36.3026,30.1718,25.044,20.8276,17.3995,98.0708
1,1,1,1,1,1,1,1973,1,1973.5,"M","TIME",13265.6,9127.52,6010.96,6845.63,7806.05,8049.77,4989.78,3909.49,3168.8,2691.82,2752.73,3261.98,2907.12,1830.57,1198.06,916.876,773.465,668.417,567.289,477.826,410.798,360.422,317.177,275.063,233.701,195.78,162.966,135.821,113.584,94.8517,79.2605,66.3136,55.5812,46.6041,39.0053,32.5309,27.037,22.4421,18.6637,15.5917,87.8818
1,1,1,1,1,1,1,1974,1,1974,"B","TIME",27281.5,12265.8,8439.62,5557.93,6329.62,7216.9,7439.32,4605.43,3597.67,2902.38,2451.72,2493.85,2942.67,2614.9,1643.64,1074.66,822.015,693.266,599.036,508.376,428.192,368.121,322.977,284.224,246.485,209.42,175.439,146.035,121.71,101.783,84.997,71.0256,59.4239,49.8065,41.7621,34.9528,29.1511,24.228,20.1104,16.7246,92.7231
1,1,1,1,1,1,1,1974,1,1974.5,"M","TIME",25225.5,11341.4,7803.55,5139,5852.03,6670.34,6869.13,4242.84,3302.58,2653,2232.02,2263.09,2664.5,2364.55,1485.17,970.676,742.335,626.007,540.896,459.025,386.621,332.381,291.619,256.628,222.553,189.087,158.405,131.856,109.893,91.9008,76.7446,64.1298,53.6544,44.9708,37.7074,31.5593,26.3208,21.8757,18.1579,15.1008,83.7207
1,1,1,1,1,1,1,1975,1,1975,"B","TIME",20794.2,23324.3,10486.7,7215.43,4751.64,5410.48,6165.18,6342.65,3908.8,3031.69,2425.05,2032,2053.68,2412.63,2138.17,1341.98,876.753,670.378,565.274,488.399,414.465,349.086,300.111,263.305,231.712,200.945,170.728,143.026,119.054,99.2233,82.9781,69.2934,57.9034,48.4451,40.6046,34.0464,28.4952,23.7653,19.7518,16.395,89.227
1,1,1,1,1,1,1,1975,1,1975.5,"M","TIME",19227,21566.5,9696.32,6671.57,4393.21,5001.32,5695.35,5850.89,3597.58,2782.82,2220.32,1856.71,1873.93,2199.63,1948.49,1222.64,798.689,610.654,514.9,444.87,377.523,317.971,273.36,239.836,211.058,183.034,155.51,130.277,108.442,90.3791,75.5819,63.117,52.7422,44.127,36.9854,31.0118,25.9553,21.6471,17.9913,14.9336,81.2739
1,1,1,1,1,1,1,1976,1,1976,"B","TIME",17714.6,17778,19941.1,8965.55,6168.71,4061.82,4623.1,5261.32,5397.26,3311.14,2554.39,2032.88,1696.54,1709.92,2005.43,1775.64,1113.91,727.576,556.251,469.015,405.22,343.874,289.629,248.994,218.458,192.246,166.719,141.649,118.665,98.7762,82.3232,68.845,57.4911,48.0411,40.1938,33.6887,28.2476,23.6418,19.7176,16.3877,87.6323
1,1,1,1,1,1,1,1976,1,1976.5,"M","TIME",16379.5,16438.1,18438.2,8289.75,5703.1,3753.48,4265.25,4835.96,4931.48,3003.93,2301.64,1821.76,1514.62,1523.01,1783.87,1578.35,989.784,646.373,494.117,416.6,359.921,305.425,257.241,221.147,194.024,170.742,148.07,125.804,105.391,87.7265,73.1138,61.1433,51.0595,42.6666,35.6972,29.9198,25.0874,20.9969,17.5116,14.5543,77.8282
1,1,1,1,1,1,1,1977,1,1977,"B","TIME",20094,15145.1,15199.3,17048.6,7664.88,5272.64,3468.55,3935.1,4444.98,4505.89,2725.23,2073.9,1632.57,1352.2,1356.53,1586.78,1402.98,879.487,574.232,438.923,370.042,319.686,271.275,228.474,196.415,172.323,151.644,131.508,111.731,93.6011,77.9128,64.9347,54.3032,45.3474,37.8934,31.7036,26.5726,22.2807,18.6479,15.5525,82.047
1,1,1,1,1,1,1,1977,1,1977.5,"M","TIME",18579.6,14003.6,14053.8,15763.6,7086.4,4871.64,3197.18,3607.24,4038.8,4050.87,2425.08,1830.38,1432.69,1182.51,1183.99,1383.54,1222.65,766.25,500.235,382.338,322.326,278.458,236.288,199.006,171.081,150.096,132.084,114.545,97.3192,81.5275,67.8629,56.5587,47.2986,39.498,33.0055,27.6141,23.1449,19.4067,16.2424,13.5464,71.4636
1,1,1,1,1,1,1,1978,1,1978,"B","TIME",14325.2,17179.3,12948.2,12994.6,14575.4,6551.57,4501.14,2947.04,3306.7,3669.73,3641.79,2157.99,1615.44,1257.28,1034.12,1033.39,1206.33,1065.5,667.592,435.773,333.047,280.763,242.547,205.813,173.338,149.014,130.736,115.047,99.7699,84.7661,71.0113,59.1092,49.2632,41.1975,34.4031,28.7481,24.0521,20.1594,16.9034,14.1473,74.0443
1,1,1,1,1,1,1,1978,1,1978.5,"M","TIME",13245.6,15884.6,11972.4,12015.1,13474.7,6051.1,4142.48,2689.58,2977.31,3250.29,3174.14,1856.4,1376.96,1065.54,873.539,871.373,1016.24,897.146,561.947,366.75,280.264,236.248,204.08,173.165,145.837,125.369,109.99,96.789,83.9353,71.3122,59.74,49.7268,41.4434,34.6578,28.9419,24.1844,20.2339,16.9591,14.22,11.9014,62.2894
1,1,1,1,1,1,1,1979,1,1979,"B","TIME",8578.62,12247.3,14687.4,11070.1,11109.4,12457,5588.85,3812.4,2454.62,2680.74,2878.78,2766.55,1596.97,1173.68,903.037,737.895,734.758,856.099,755.391,473.019,308.659,235.846,198.791,171.714,145.696,122.7,105.477,92.5354,81.4285,70.6138,59.9936,50.2578,41.8336,34.8648,29.1563,24.3476,20.3453,17.0218,14.2669,11.9625,62.4127
1,1,1,1,1,1,1,1979,1,1979.5,"M","TIME",7932.09,11324.3,13580.5,10235.6,10270,11504.6,5143.3,3479.53,2210.58,2375.29,2510.58,2381.65,1362.31,995.529,763.46,622.726,619.48,721.401,636.343,398.398,259.934,198.598,167.385,144.579,122.668,103.303,88.8006,77.9041,68.5525,59.4472,50.5059,42.3094,35.2173,29.3506,24.5448,20.4965,17.1272,14.3294,12.0102,10.0703,52.5402
1,1,1,1,1,1,1,1980,1,1980,"B","TIME",10615.9,7334.29,10470.8,12557,9463.96,9494,10625,4733.27,3175.73,1990.8,2104.65,2189.48,2050.3,1162.14,844.419,645.456,525.532,522.289,607.896,536.057,335.548,218.9,167.233,140.94,121.731,103.279,86.9726,74.7612,65.5863,57.7125,50.0464,42.5187,35.6181,29.6474,24.7084,20.6626,17.2546,14.4182,12.0629,10.1105,52.7068
1,1,1,1,1,1,1,1980,1,1980.5,"M","TIME",9815.82,6781.53,9681.67,11610.4,8748.75,8767.49,9775.2,4316.53,2855.12,1758.82,1827.61,1874.31,1737.2,978.129,707.84,539.753,438.824,435.708,506.803,446.708,279.526,182.307,139.248,117.337,101.332,85.9635,72.3854,62.2183,54.5799,48.0254,41.6447,35.3796,29.637,24.6684,20.5585,17.192,14.3562,11.9961,10.0364,8.41191,43.8516
