"year","month","fleet","sex","partition","ageerr","Lbin_lo","Lbin_hi","input_n","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30"
1980,7,999,3,0,1,-1,-1,29,0,0,0,7,22,36,20,15,14,15,16,11,12,12,4,5,3,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,8,28,32,25,18,23,28,31,25,26,39,25,17,25,21,15,17,14,6,1,8,5,4,2,0,2,7
1983,7,999,3,0,1,-1,-1,38,0,0,1,13,55,82,139,107,66,44,22,23,7,8,13,7,4,4,2,4,6,3,3,0,1,0,1,0,0,1,0,3,1,14,43,67,122,112,87,41,29,13,8,15,12,11,5,8,9,8,8,17,14,4,1,4,0,1,0,18
1986,7,999,3,0,1,-1,-1,29,1,1,1,1,16,16,14,8,11,19,22,13,9,8,5,4,3,2,3,5,3,0,1,1,1,0,0,0,0,0,1,1,1,0,26,19,3,7,11,9,14,6,14,2,2,1,4,2,0,0,2,1,3,4,1,1,2,0,0,1
1989,7,999,3,0,1,-1,-1,19,0,0,0,0,1,2,7,9,17,12,8,18,17,18,21,14,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20,7,15,8,13,16,9,8,9,8,3,0,4,1,2,0,3,0,3,1,0,1,4
1992,7,999,3,0,1,-1,-1,21,0,0,0,0,1,2,10,24,21,21,24,20,14,13,9,6,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,5,32,20,14,12,7,6,3,2,5,5,2,2,2,0,0,0,0,0,2,0,0,0,2
1995,7,999,3,0,1,-1,-1,77,0,0,0,0,0,1,3,9,7,10,11,13,7,5,3,3,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,15,14,9,4,5,7,0,0,3,3,1,2,4,1,0,1,0,0,0,0,0,0
1998,7,999,3,0,1,-1,-1,165,0,0,0,0,2,6,33,49,62,35,44,52,38,36,36,20,15,14,5,1,3,1,0,3,1,0,1,0,0,0,0,0,0,0,2,14,31,57,75,41,54,46,42,41,35,21,22,14,4,6,7,4,5,6,8,3,0,0,1,9
2001,7,999,3,0,1,-1,-1,97,0,0,0,0,0,1,12,6,10,8,33,35,25,28,19,18,8,14,7,8,5,3,1,5,3,4,0,0,0,1,0,0,0,0,0,1,8,7,11,6,35,36,24,17,11,14,13,8,7,5,3,4,4,3,3,2,1,1,2,2
2004,7,999,3,0,1,-1,-1,128,0,0,0,6,10,8,3,1,14,6,20,14,18,40,23,15,10,10,8,5,5,1,1,1,1,0,0,0,0,1,0,0,0,9,3,3,5,8,13,12,11,13,14,20,29,10,12,12,9,12,4,4,3,2,9,1,2,0,0,4
