"year","month","fleet","sex","partition","input_n","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56"
1980,7,999,3,0,46,0,0,0,0,2,7,13,12,27,22,24,24,36,26,31,23,23,8,4,0,0,1,2,1,12,14,29,17,34,38,97,146,164,93,21,3,1,0
1983,7,999,3,0,121,0,0,6,5,6,23,54,71,116,141,172,165,133,111,72,77,64,27,4,3,3,6,7,5,25,57,83,126,243,209,196,177,124,73,28,3,0,2
1986,7,999,3,0,92,2,13,49,15,9,34,93,59,66,64,90,146,153,188,175,94,43,18,3,3,23,47,16,7,38,90,90,61,118,212,298,245,168,55,16,4,0,0
1989,7,999,3,0,97,0,0,0,0,1,1,5,8,21,24,44,56,88,106,143,110,46,9,0,0,1,0,0,0,1,1,7,21,49,80,160,199,99,43,11,3,0,0
1992,7,999,3,0,106,0,0,0,0,0,0,4,8,22,34,75,79,106,89,107,88,46,4,0,0,0,0,0,0,3,0,12,23,60,99,109,81,62,20,6,0,0,0
1995,7,999,3,0,106,0,0,4,13,12,33,36,37,30,20,19,33,31,21,29,17,6,4,1,2,2,5,20,27,46,56,42,15,19,35,38,29,15,2,1,0,0,0
1998,7,999,3,0,228,0,0,0,0,6,16,35,72,99,122,145,132,185,148,116,69,13,5,0,0,0,0,3,4,29,70,130,192,239,314,277,163,66,9,3,1,0,1
2001,7,999,3,0,104,0,0,0,0,1,0,3,2,14,11,22,38,59,70,61,48,23,2,2,1,0,0,1,2,0,1,3,17,31,60,80,67,25,7,0,0,0,0
2004,7,999,3,0,128,0,0,1,2,6,10,7,18,26,29,28,49,75,93,97,119,35,4,1,0,1,0,8,8,12,6,29,21,44,132,207,199,102,30,8,1,1,0
