"YEAR","est","logse"
"2001",12.2890964385162,0.33545847277347
"2002",33.1921238047357,0.278332341866209
"2003",26.0809236179533,0.255016955665385
"2004",542.010442923142,0.268638242257037
"2005",38.4617678318128,0.368868729792529
"2006",0.450169514705417,0.833588414246138
"2007",0.677861808531944,0.782886872559747
"2008",34.0570226694999,0.282337419805284
"2009",27.3847339494104,0.24227720067854
"2010",34.8685644850818,0.480322902573848
"2011",5.93874095094402,0.573432941998091
"2012",4.11743892869196,0.705141378767526
"2013",242.404727250076,0.198192646015622
"2014",102.720341045523,0.229281880784615
"2015",27.9430625923341,0.311275315212251
"2016",412.426454134618,0.281610951575032
"2017",38.0991910066389,0.533859554181998
"2018",14.4628697571973,0.408885405597281
"2019",2.86473999520442,0.813898694928645
"2021",205.57287697995,0.397947800308965
"2022",154.689769412685,0.313594447531229
"2023",133.293606950871,0.293975265839185
"2024",471.071532326897,0.25127792782617
