"area","year","est","lwr","upr","log_est","se","type"
"OR",2012,3394.85199104539,1903.86478252687,6053.48664825265,8.13001544288499,0.295094324282543,"index"
"OR",2013,1778.73926057067,870.144018153932,3636.0801098282,7.48366011175867,0.364803323602796,"index"
"OR",2014,4941.0774828679,3031.19001005131,8054.34387509441,8.50533870033945,0.249304650596779,"index"
"OR",2015,3781.12854023558,2380.68716093313,6005.38082970138,8.23777779967265,0.236041761607695,"index"
"OR",2016,3923.55701455906,2480.40924532612,6206.35472775447,8.27475392301772,0.233971176416112,"index"
"OR",2017,4782.74365484141,3055.84031164042,7485.54719328459,8.47276964718683,0.228555093789236,"index"
"OR",2018,2521.96571888138,1493.30505774151,4259.2175351179,7.83279392360194,0.267375740432985,"index"
"OR",2019,6586.55515264937,3262.51547598618,13297.3189240669,8.79278575222465,0.358441258384917,"index"
"OR",2021,2387.88578805383,1364.92136314436,4177.52897035316,7.77816364592058,0.285368279106575,"index"
"OR",2022,3267.58945464951,1832.37436261204,5826.9429337117,8.09180782221606,0.295127847254631,"index"
"OR",2023,3429.25370442875,1971.21639332972,5965.74836183969,8.14009793760252,0.282501031776107,"index"
"OR",2024,2502.46562951951,1446.0967832941,4330.50837210311,7.82503177663732,0.279805368234088,"index"
"CA",2003,730.006973208472,340.463949673946,1565.24701497281,6.59305408643719,0.389162682142056,"index"
"CA",2004,1485.6358162317,521.811532254999,4229.71445060331,7.30359811868144,0.53383207730639,"index"
"CA",2005,980.915161820144,413.293071139552,2328.11683011194,6.88848597450061,0.440992296116262,"index"
"CA",2006,864.877519300997,389.444755513393,1920.71689964386,6.76258790072237,0.407081908715251,"index"
"CA",2007,685.149138526671,261.398438773118,1795.83835399753,6.52963653504145,0.491636945387107,"index"
"CA",2008,1354.06219916477,585.648735822675,3130.68965585896,7.21086438976186,0.427632453171555,"index"
"CA",2009,1451.85287208059,350.00476498357,6022.4230440623,7.28059586248255,0.725854712165461,"index"
"CA",2010,1045.06001610437,404.246449680661,2701.69456806072,6.9518295944286,0.48460323046053,"index"
"CA",2011,603.97331912494,296.361435475615,1230.87462317549,6.40353002332493,0.363246597241156,"index"
"CA",2012,755.220036854477,411.321732296166,1386.64519592123,6.62700914633112,0.310022755121261,"index"
"CA",2013,897.949760108722,371.085196161013,2172.85351186431,6.80011412031033,0.450866674994189,"index"
"CA",2014,2049.12644556137,964.419657774364,4353.82994949422,7.62516885719937,0.384518457288225,"index"
"CA",2015,1440.8178664339,590.128319367106,3517.80461317557,7.27296619414154,0.455429894364181,"index"
"CA",2016,2053.9112192547,884.534068726209,4769.23551701668,7.62750116621194,0.429824293967549,"index"
"CA",2017,1090.2474064352,632.807667959621,1878.35809744728,6.99415992784841,0.277552750076253,"index"
"CA",2018,1363.91075670198,580.580786406422,3204.12351872966,7.21811140862508,0.435764359432482,"index"
"CA",2019,2444.104731435,1162.59267029861,5138.21228262914,7.80143417184266,0.37910202791139,"index"
"CA",2021,914.609152151189,355.348515693043,2354.05486235747,6.81849681789944,0.482354667290112,"index"
"CA",2022,1432.64431358152,606.229693722139,3385.63048047958,7.26727718598,0.438792878830583,"index"
"CA",2023,1567.03317992995,680.63317087054,3607.80680709496,7.3569394163054,0.425475123173655,"index"
"CA",2024,1082.32550575995,462.930206441231,2530.46460161645,6.98686725128042,0.433319671832536,"index"
"North of Point Conception",2003,7135.13268479144,4119.51708855202,12358.2733935141,8.87278612606479,0.280257650875368,"index"
"North of Point Conception",2004,7250.96946165487,3994.3787006303,13162.637314673,8.8888904577581,0.304213309834616,"index"
"North of Point Conception",2005,6124.61090864327,3654.78844405436,10263.4829228748,8.72007050827566,0.263411482600174,"index"
"North of Point Conception",2006,6930.39678249193,3261.91902297475,14724.5836651618,8.84367234631574,0.384497569208341,"index"
"North of Point Conception",2007,6398.07138791449,3735.49225368252,10958.4800890687,8.76375187829568,0.274554532037096,"index"
"North of Point Conception",2008,9120.08557149375,4533.88145151328,18345.4203028636,9.11823446586359,0.356588583875612,"index"
"North of Point Conception",2009,3425.00883713446,1653.78356242236,7093.24109937744,8.13885933087824,0.371454948488875,"index"
"North of Point Conception",2010,6048.70036891625,3580.64087465176,10217.9407077472,8.70759871289366,0.267505749284174,"index"
"North of Point Conception",2011,7092.5203323897,3980.1685976932,12638.6215635479,8.86679603342401,0.294758770758159,"index"
"North of Point Conception",2012,9140.08376984579,5352.39346457065,15608.1819979765,9.1204248295972,0.273028340018463,"index"
"North of Point Conception",2013,5347.77440938274,2862.38208611912,9991.22069423778,8.58443575509256,0.318896829549305,"index"
"North of Point Conception",2014,13828.035101346,8979.83265912884,21293.7770694056,9.53445333946366,0.22026772766605,"index"
"North of Point Conception",2015,10261.2569433879,6765.77383333042,15562.6535341039,9.23613062032327,0.212503240756281,"index"
"North of Point Conception",2016,11284.59640869,7483.97938373336,17015.2948822656,9.33119392509328,0.209531397339291,"index"
"North of Point Conception",2017,12337.5756744608,8116.87111089796,18753.0110363189,9.42040481741783,0.213628818179378,"index"
"North of Point Conception",2018,7496.37641898807,4733.42296624608,11872.0975953111,8.92217503863774,0.234581426491277,"index"
"North of Point Conception",2019,18425.6793946247,9789.28008920416,34681.3716698035,9.82150058989874,0.322688272533635,"index"
"North of Point Conception",2021,6687.74660217818,4001.15826466538,11178.2518102134,8.80803226561646,0.262093132994393,"index"
"North of Point Conception",2022,9464.41226814488,5618.48739063721,15942.9208172081,9.15529396643227,0.266064178453293,"index"
"North of Point Conception",2023,9937.76767059439,6137.12007029744,16092.1124474472,9.20409769400556,0.245916165106723,"index"
"North of Point Conception",2024,7308.06782125719,4507.40802050313,11848.9062976228,8.8967341978677,0.246564045405268,"index"
"South of Point Conception",2003,22.8998906571705,4.5797811029935,114.504379208778,3.13113213575275,0.821178830616496,"index"
"South of Point Conception",2004,71.0069462908095,14.7464798815938,341.91118572231,4.2627777073376,0.801939891511782,"index"
"South of Point Conception",2005,42.1955960798811,9.95898341573909,178.78012787155,3.7423158572996,0.736667035207765,"index"
"South of Point Conception",2006,34.3706149862115,8.22297454430159,143.663241101609,3.53720198381227,0.729742987514351,"index"
"South of Point Conception",2007,21.2916813038405,3.26045674315719,139.040548136619,3.05831644731574,0.9573896108751,"index"
"South of Point Conception",2008,57.9122340614758,13.8189974983101,242.696827639001,4.05892865865756,0.731076894356865,"index"
"South of Point Conception",2009,75.4828384995852,12.8541062451853,443.2559369959,4.32390532577611,0.903201297212469,"index"
"South of Point Conception",2010,45.1243888194619,9.51567822040606,213.984796371465,3.80942287239427,0.794138110387713,"index"
"South of Point Conception",2011,15.1236558318189,2.98136447457506,76.7182166655118,2.71626012934413,0.828524946915069,"index"
"South of Point Conception",2012,16.4847957492318,3.68303261134222,73.7838948417176,2.80243848634878,0.764657925445177,"index"
"South of Point Conception",2013,39.8069161838809,8.72999224565438,181.51110922914,3.68404067065788,0.774134729523622,"index"
"South of Point Conception",2014,81.6676878002225,19.4419942854324,343.05180490831,4.40265842547464,0.732270111249832,"index"
"South of Point Conception",2015,51.3371050280229,9.48264983439186,277.928469223843,3.93841378561827,0.86172501297768,"index"
"South of Point Conception",2016,90.5310813835868,20.9362307056861,391.468589150372,4.50569323244624,0.747060690533157,"index"
"South of Point Conception",2017,25.341228371316,5.96392676248517,107.677019008127,3.23243264930278,0.738127610414866,"index"
"South of Point Conception",2018,60.0833797011496,13.9242810165051,259.260245612207,4.09573325922175,0.745982639906251,"index"
"South of Point Conception",2019,108.321569758223,26.0293060823743,450.78276146712,4.68510430091848,0.727503796954585,"index"
"South of Point Conception",2021,32.5143042635691,5.85235176018896,180.641906888696,3.48168012369311,0.87493267553462,"index"
"South of Point Conception",2022,57.2849893033758,12.6435102800128,259.545800716078,4.04803862261913,0.770878736725104,"index"
"South of Point Conception",2023,65.2081066050625,14.8057494785364,287.192294667783,4.1775837956372,0.756426252584282,"index"
"South of Point Conception",2024,42.6402671953666,9.27404960092583,196.051613343835,3.7527990461458,0.778370890403624,"index"
"North of Cape Mendocino",2003,6775.73647248977,3822.49736549976,12010.6308401931,8.82110334426654,0.292068680949049,"index"
"North of Cape Mendocino",2004,6154.17250845164,3187.53971460931,11881.8407470177,8.72488558741169,0.335659707895981,"index"
"North of Cape Mendocino",2005,5471.69345401706,3135.87960980128,9547.37840099363,8.60734343690294,0.284024834278739,"index"
"North of Cape Mendocino",2006,6405.66301567808,2854.47058455504,14374.826243593,8.76493772430184,0.412403523872972,"index"
"North of Cape Mendocino",2007,6041.62086535357,3452.63631805199,10571.9743750103,8.70642761011904,0.285481899749818,"index"
"North of Cape Mendocino",2008,8215.05987556416,3828.89387140041,17625.771574186,9.01372431901013,0.389493424875388,"index"
"North of Cape Mendocino",2009,2155.18137446849,1044.1480496477,4448.4177875188,7.67563016348276,0.369738220091296,"index"
"North of Cape Mendocino",2010,5315.77947933582,3016.12734574676,9368.80583400285,8.57843493653024,0.289141019617221,"index"
"North of Cape Mendocino",2011,6842.88546341458,3772.09738251691,12413.5399267362,8.83096477303872,0.303872069643253,"index"
"North of Cape Mendocino",2012,8872.0704487712,5123.83743033354,15362.2426781084,9.09066346957253,0.280109501241286,"index"
"North of Cape Mendocino",2013,4729.3959800569,2379.86162520374,9398.52388865823,8.46155277355511,0.350391718759917,"index"
"North of Cape Mendocino",2014,12562.1704675963,7941.19864380225,19872.079006626,9.43844523302226,0.233997017851802,"index"
"North of Cape Mendocino",2015,9409.23818844948,6099.7721424771,14514.2738481085,9.14944727164537,0.221147214588044,"index"
"North of Cape Mendocino",2016,9878.8069509904,6386.58114699498,15280.6054646084,9.19814702950223,0.222551363454137,"index"
"North of Cape Mendocino",2017,11943.3326529234,7771.15399180468,18355.4714021643,9.38792846466104,0.219266535927828,"index"
"North of Cape Mendocino",2018,6543.70874594295,3983.3612908994,10749.7465142214,8.78625937025406,0.253258777644219,"index"
"North of Cape Mendocino",2019,16991.415771976,8629.79811816733,33454.8046180098,9.74046354091621,0.345663060895203,"index"
"North of Cape Mendocino",2021,6131.2950781397,3563.38305817176,10549.744083508,8.72116127548069,0.276890601012382,"index"
"North of Cape Mendocino",2022,8544.22612848703,4883.62717597836,14948.684144812,9.05301102719889,0.285396841518008,"index"
"North of Cape Mendocino",2023,8915.25258379586,5315.26590600856,14953.4811688405,9.09551886234635,0.263872472937602,"index"
"North of Cape Mendocino",2024,6616.23796050799,3952.81888129483,11074.2753626313,8.79728220348537,0.262809910457352,"index"
"South of Cape Mendocino",2003,382.296102958842,101.692371871418,1437.18066210819,5.94619544697749,0.675646676858496,"index"
"South of Cape Mendocino",2004,1167.80389949407,311.389946006507,4379.60815743571,7.06288025502358,0.674417638792734,"index"
"South of Cape Mendocino",2005,695.113050706091,210.057029108061,2300.24272605209,6.54407449522308,0.610570114365082,"index"
"South of Cape Mendocino",2006,559.104381800071,180.575001848282,1731.12394599714,6.32633618524043,0.576638132120172,"index"
"South of Cape Mendocino",2007,377.742203864761,69.9256168999001,2040.58510895756,5.93421196259378,0.860617804480892,"index"
"South of Cape Mendocino",2008,962.937929991066,312.619886468738,2966.06037283621,6.86998895488288,0.573990609751034,"index"
"South of Cape Mendocino",2009,1345.31030116555,288.997589064835,6262.54292390005,7.20437997261341,0.784688718263824,"index"
"South of Cape Mendocino",2010,778.045278399907,220.217035941034,2748.89929679409,6.65678472094239,0.643976697449103,"index"
"South of Cape Mendocino",2011,264.758524806932,69.329294900019,1011.0744175176,5.57881818342273,0.683660848510294,"index"
"South of Cape Mendocino",2012,284.498116823822,86.7258617792193,933.276151032671,5.65072663429605,0.606120578715799,"index"
"South of Cape Mendocino",2013,658.185345509721,203.049681012915,2133.50716377731,6.48948657176688,0.600029336197115,"index"
"South of Cape Mendocino",2014,1347.53232154992,440.706646731072,4120.29945790625,7.2060302888034,0.570240496086935,"index"
"South of Cape Mendocino",2015,903.355859966455,220.348065636144,3703.46709139377,6.80611656212695,0.71986432434656,"index"
"South of Cape Mendocino",2016,1496.32053908317,473.748141959734,4726.08746584266,7.31076439967618,0.586790662656924,"index"
"South of Cape Mendocino",2017,419.58424990875,138.096556081657,1274.83948743362,6.03926433985185,0.567005938054243,"index"
"South of Cape Mendocino",2018,1012.75105274627,324.059040307605,3165.05502782792,6.920425721575,0.581388233763429,"index"
"South of Cape Mendocino",2019,1542.58519240685,521.23890720532,4565.21768221642,7.3412149843399,0.553584913372185,"index"
"South of Cape Mendocino",2021,588.965828302045,138.944181532133,2496.54748462635,6.37836816550345,0.736899196172973,"index"
"South of Cape Mendocino",2022,977.471128961257,284.934881669965,3353.22162858064,6.88496875583383,0.628944254467901,"index"
"South of Cape Mendocino",2023,1087.72319340359,334.255236144646,3539.63563627201,6.9918419772186,0.602019784706366,"index"
"South of Cape Mendocino",2024,734.470127944559,215.577477731631,2502.3317580255,6.59914932486798,0.625434428474368,"index"
"North of Monterey Bay",2003,7108.44745925429,4098.84503356102,12327.8691600299,8.8690391387921,0.280912623527117,"index"
"North of Monterey Bay",2004,7169.42914325,3943.09226951064,13035.6356703926,8.87758131302515,0.30503661459983,"index"
"North of Monterey Bay",2005,6075.35228114797,3619.21949468753,10198.3052959977,8.7119952551938,0.264281173995598,"index"
"North of Monterey Bay",2006,6890.57482295691,3232.60028460375,14687.8726754142,8.83790978911364,0.386164062741085,"index"
"North of Monterey Bay",2007,6373.28483638582,3717.81601347956,10925.43564782,8.75987028855464,0.274994138206705,"index"
"North of Monterey Bay",2008,9052.72748220484,4484.66996912001,18273.7805527187,9.11082137053752,0.358374536355315,"index"
"North of Monterey Bay",2009,3335.55199794937,1625.96413969231,6842.65222056463,8.11239346127986,0.36660736186624,"index"
"North of Monterey Bay",2010,5996.26849102173,3545.39351399753,10141.3949324569,8.69889263657583,0.268111150284524,"index"
"North of Monterey Bay",2011,7074.85266278065,3966.19700577483,12620.0337822795,8.86430189724592,0.295280382851416,"index"
"North of Monterey Bay",2012,9120.93672952724,5336.79114908134,15588.2972558069,9.11832778936487,0.273447854484918,"index"
"North of Monterey Bay",2013,5301.83404430786,2829.87383966469,9933.10862109406,8.5758080857759,0.320322557306291,"index"
"North of Monterey Bay",2014,13733.1936707465,8909.23492711935,21169.1138398584,9.52757107701196,0.22078335643546,"index"
"North of Monterey Bay",2015,10201.3199262097,6725.54820953093,15473.3748082285,9.23027239543068,0.212556801769478,"index"
"North of Monterey Bay",2016,11180.060030368,7414.06118350231,16859.0114363727,9.32188711613725,0.209571952991201,"index"
"North of Monterey Bay",2017,12308.3462483734,8092.4737160389,18720.5288130365,9.41803286802327,0.213954508081116,"index"
"North of Monterey Bay",2018,7426.75623368535,4685.67889298811,11771.3376042741,8.91284446549141,0.234993284142827,"index"
"North of Monterey Bay",2019,18303.6560645676,9696.6963971602,34550.3057544523,9.8148561038242,0.324146555735767,"index"
"North of Monterey Bay",2021,6649.41078513773,3974.3997594104,11124.8657573553,8.80228352598567,0.262583658822774,"index"
"North of Monterey Bay",2022,9397.44301968862,5570.19095845565,15854.3820071797,9.1481929120721,0.266845870882651,"index"
"North of Monterey Bay",2023,9861.95352810669,6082.34176763328,15990.2437426466,9.19643955455503,0.246583354802189,"index"
"North of Monterey Bay",2024,7258.4732628027,4471.84672706904,11781.5831629259,8.88992479132409,0.247131097718307,"index"
"South of Monterey Bay",2003,49.5851161943143,11.4047763421539,215.58368829347,3.90369071197132,0.749839526913729,"index"
"South of Monterey Bay",2004,152.547264695683,34.9275485950114,666.255403033307,5.02747448045904,0.752155966249837,"index"
"South of Monterey Bay",2005,91.454223575181,24.6290773651775,339.593517277455,4.51583855829945,0.669354547846148,"index"
"South of Monterey Bay",2006,74.1925745212226,20.3764082663492,270.142708279835,4.30666407132764,0.659341859042193,"index"
"South of Monterey Bay",2007,46.078232832508,7.62495420006549,278.4545959566,3.83034066566328,0.917830309090493,"index"
"South of Monterey Bay",2008,125.270323350388,34.3710423325305,456.566133796255,4.83047398908042,0.65983843686289,"index"
"South of Monterey Bay",2009,164.93967768467,32.1383541938451,846.499391681142,5.10557981726646,0.83446924462848,"index"
"South of Monterey Bay",2010,97.5562667139875,23.1486837580488,411.134614591706,4.58042930605124,0.733937661908988,"index"
"South of Monterey Bay",2011,32.7913254408722,7.24567275684635,148.40181999017,3.49016401214611,0.770299655761772,"index"
"South of Monterey Bay",2012,35.6318360677714,8.99880981405621,141.088406999931,3.57323950980201,0.702128812033368,"index"
"South of Monterey Bay",2013,85.747281258759,21.2394444324923,346.176486237119,4.45140438010621,0.712025502379003,"index"
"South of Monterey Bay",2014,176.50911839973,48.318349700194,644.795798522998,5.17337253736032,0.661012726811214,"index"
"South of Monterey Bay",2015,111.274122206279,22.9784414769099,538.849873052533,4.71199672636287,0.80483125686644,"index"
"South of Monterey Bay",2016,195.067459705553,51.0608197156212,745.215491014461,5.27334544594577,0.683853372238132,"index"
"South of Monterey Bay",2017,54.5706544587681,14.5754874431497,204.312640635417,3.99949627414012,0.673560896573688,"index"
"South of Monterey Bay",2018,129.703565003865,33.8742287623613,496.631669247167,4.86525157748178,0.68501109014966,"index"
"South of Monterey Bay",2019,230.344899815333,63.6495831325949,833.60754712884,5.43957775011373,0.656228882085127,"index"
"South of Monterey Bay",2021,70.850121304021,14.3304300752256,350.285348202675,4.26056667825973,0.815413669459423,"index"
"South of Monterey Bay",2022,124.25423775963,30.8782623907152,499.999494980298,4.82232977111246,0.710358623042016,"index"
"South of Monterey Bay",2023,141.022249092764,36.6029381694732,543.324545343948,4.94891767291399,0.688170378901544,"index"
"South of Monterey Bay",2024,92.234825649848,22.5793242610616,376.772261397068,4.52433777778985,0.718025003037485,"index"
