"type","Quantity","values"
Mohn,SSB,0.0560096228457575
Mohn,Recruitment,0.0842073645046513
Mohn,Fraction unfished,-0.102282571823703
Mohn,F,0.347373658338341
NEFSC,SSB,0.0136904340551012
NEFSC,Recruitment,-0.610722066308422
NEFSC,Fraction unfished,-0.142186401283135
NEFSC,F,0.167407793659181
AFSC,SSB,0.0112019245691515
AFSC,Recruitment,0.0168414729009303
AFSC,F,0.0694747316676681
AFSC,Fraction unfished,-0.0204565143647405
